"CourseId"|"CourseName"|"CourseCategoryId"|"CourseTitle"|"CourseDescription"|"CourseCredits"|"CourseReferenceId"
8760|"PHYSICS 531"|531|"Introduction to Quantum Mechanics"|"Historical background and experimental basis of quantum mechanics; de Broglie waves, correspondence principle, uncertainty principle, Schrodinger equation, hydrogen atom, electron spin, Pauli principle; applications of wave mechanics. "|"3"|15649
8761|"PHYSICS 535"|535|"Introduction to Particle Physics"|"Review of quantum physics; introduction to particles, antiparticles and fundamental interactions; detectors and accelerators; symmetries and conservation laws; electroweak and color interactions of quarks and leptons; unification theories. "|"3"|15650
8762|"PHYSICS 545"|545|"Introduction to Atomic Structure"|"Nuclear atom; hydrogen atom; Bohr-Sommerfeld model, wave model, electron spin, description of quantum electron spin, description of quantum electrodynamic effects; external fields; many-electron atoms; central field, Pauli principle, multiplets, periodic table, x-ray spectra, vector coupling, systematics of ground states; nuclear effects in atomic spectra; interaction with coherent radiation, optical forces, laser cooling and trapping. "|"3"|15651
8763|"PHYSICS 546"|546|"Lasers"|"General principles of laser operation; laser oscillation conditions; optical resonators; methods of pumping lasers, gas discharge lasers, e-beam pumped lasers, solid state lasers, chemical lasers, and dye lasers; gain measurements with lasers; applications of lasers. "|"2-3"|15652
8764|"PHYSICS 551"|551|"Solid State Physics"|"Mechanical, thermal, electric, and magnetic properties of solids; band theory; semiconductors; crystal imperfections. "|"3"|15654
8765|"PHYSICS 588"|588|"Radiation Production and Detection"|"Fundamental physics of ionizing radiation production and detection applied to medical science. Topics: scintillator/semiconductor detectors, ionizing radiation detectors, charged and neutral particles for external beam radiotherapy, production of radionuclides with cyclotron and linear accelerators for diagnostic and therapeutic applications, radiochemistry, and X-ray tube physics. "|"4"|25994
8766|"PHYSICS 601"|601|"Scientific Presentation"|"Oral and written reports to give practice in the presentation of scientific papers. "|"2"|15659
8767|"PHYSICS 603"|603|"Workshop in College Physics Teaching"|"Discussion, practice, and occasional lectures on various aspects of the teaching of physics. Course planning; course materials; lecture, demonstration, and discussion techniques; laboratory; problem solving; examinations, grading, and evaluation. Problems arising in the teaching of physics; levels of difficulty, differences in talents and backgrounds; methods of presentation of various specific topics. "|"1-2"|15660
8768|"PHYSICS 619"|619|"Microscopy of Life"|"Survey of state of the art microscopic, cellular and molecular imaging techniques, beginning with subcellular microscopy and finishing with whole animal imaging. "|"3"|22127
8769|"PHYSICS 623"|623|"Electronic Aids to Measurement"|"Fundamentals of electronics, electronic elements, basic circuits; combinations of these into measuring instruments. "|"4"|15661
8770|"PHYSICS 625"|625|"Applied Optics"|"Optical methods in research and technology. Reflection, refraction, absorption, scattering. Imaging. Sources and sensors. Schlieren methods. Interferometry. Instrumental spectroscopy. Fourier optics, image processing, holography. Laser technology, Gaussian beams, nonlinear optics. "|"4"|15662
8771|"PHYSICS 681"|681|"Senior Honors Thesis"|"Mentored individual research and study for students completing Physics Honors in the Major. "|"3"|15664
8772|"PHYSICS 682"|682|"Senior Honors Thesis"|"Mentored individual research and study for students completing Physics Honors in the Major. "|"3"|15665
8773|"PHYSICS 691"|691|"Senior Thesis"|"Mentored individual research and study for students completing a thesis. "|"2-3"|15666
8774|"PHYSICS 692"|692|"Senior Thesis"|"Mentored individual research and study for students completing a thesis. "|"2-3"|15667
8775|"PHYSICS 701"|701|"Graduate Introductory Seminars"|"Designed to give new students an introduction to the broad range of modern research going on at UW Physics, and to help students find research opportunities in the department. Each week, faculty from each major research area will present their research in a seminar setting. The research areas will include selected topics both in theory and experiment from biophysics; atomic, molecular, and optical physics; plasma; condensed matter; quantum information and computation; high energy and nuclear physics; particle physics, astrophysics, and cosmology. "|"1"|25065
8776|"PHYSICS 707"|707|"Quantum Computing Laboratory"|"Provides an intensive introduction to the experimental techniques of quantum computing. Students will do 8 experiments chosen from: Bell violation with entangled photons, Stern-Gerlach, Pulsed NMR, Optical pumping of Rb, Nanofabrication, Fiber optics communication, Diode pumped YAG laser, and Acousto-optic modulator. "|"4"|25179
8777|"PHYSICS 709"|709|"Introduction to Quantum Computing"|"A detailed introduction to quantum computation and quantum information processing. Basic topics of quantum mechanics that are most relevant to quantum computing, particularly measurement theory. Specialized topics such as entanglement, other measures of quantum correlation and the Bell inequalities. Classical and quantum information theory, classical and quantum complexity theory. Qubits, quantum gates, quantum circuits. Teleportation, quantum dense coding, quantum cryptography. Quantum algorithms: Deustch, Simon, Shor, Grover, and adiabatic algorithms. Basic quantum error correction: 5-qubit, Steane and Shor codes. Completion of one undergraduate course in quantum mechanics recommended, such as PHYSICS 448 or 531."|"3"|25180
8778|"PHYSICS 711"|711|"Theoretical Physics-Dynamics"|"Lagrange's equations, Principle of Least Action, orbits and scattering, kinematics of rotation, rigid body dynamics, small oscillations, special relativistic dynamics, Hamiltonian formulation, canonical transformations, Hamilton-Jacobi theory, canonical perturbation theory, chaos, continuum mechanics, introduction to general relativity. "|"3"|15669
8779|"PHYSICS 715"|715|"Statistical Mechanics"|"Statistical foundations, Liouville's theorem, ensembles, classical and quantum distribution functions, entropy and temperature, connection with thermodynamics, partition functions, quantum gases, non-ideal gases, phase transitions and critical phenomena, non-equilibrium problems, Boltzmann equation and the H-theorem, transport properties, connections with quantum field theory, applications of statistical mechanics to selected problems. "|"3"|15670
8780|"PHYSICS 716"|716|"Statistical Mechanics II"|"Symmetries and symmetry breaking, phase transitions, mean field theory, critical exponents, scaling hypothesis, renormalization group, diagrammatic expansion, epsilon-expansion, exact solution of the 2d Ising model. Boltzman kinetic equation, H-theorem, Fokker-Planck and Langevin equations, Born-Markov master equation, Lindblad superoperators, classical and quantum noise, theory of amplifiers. "|"3"|24580
8781|"PHYSICS 717"|717|"Relativity"|"Special and general theories of relativity, relativistic electrodynamics, cosmology, unified field theories. Physics 721"|"3"|15671
8782|"PHYSICS 721"|721|"Theoretical Physics-Electrodynamics"|"Electrostatics, magnetostatics, Green functions, boundary value problems, macroscopic media, Maxwell's equations, the stress tensor and conservation laws, electromagnetic waves, wave propagation, dispersion, waveguides, radiation, multipole expansions, diffraction and scattering, special relativity, covariance of Maxwell's equations, Lienard-Wiechert potentials, radiation by accelerated charges. Physics 322 or equiv"|"3"|15672
8783|"PHYSICS 724"|724|"Waves and Instabilities in Plasmas"|"Waves in a cold plasma, wave-plasma interactions, waves in a hot plasma, Landau damping, cyclotron damping, magneto-hydrodynamic equilibria and instabilities, microinstabilities, introduction to nonlinear processes, and experimental applications. Basic knowledge of plasmas [such as N E/E C E/PHYSICS 525] and advanced electromagnetics [such as PHYSICS 721 or E C E 740] strongly encouraged."|"3"|15674
8784|"PHYSICS 725"|725|"Plasma Kinetic Theory and Radiation Processes"|"Coulomb Collisions, Boltzmann equation, Fokker-Planck methods, dynamical friction, neoclassical diffusion, collision operators radiation processes and experimental applications. Basic knowledge of plasmas [such as N E/E C E/PHYSICS 525] and advanced electromagnetics [such as PHYSICS 721 or E C E 740] strongly encouraged."|"3"|6471
8785|"PHYSICS 726"|726|"Plasma Magnetohydrodynamics"|"MHD equations and validity in hot plasmas; magnetic structure and magnetic flux coordinates; equilibrium in various configurations; stability formulation, energy principle, classification of instabilities; ideal and resistive instability in various configurations, evolution of nonlinear tearing modes; force-free equilibria, helicity, MHD dynamo; experimental applications. Basic knowledge of plasmas [such as N E/E C E/PHYSICS 525] and advanced electromagnetics [such as PHYSICS 721 or E C E 740] strongly encouraged."|"3"|13847
8786|"PHYSICS 731"|731|"Quantum Mechanics"|"Schrodinger equation, operator theory, matrix mechanics, transformation theory, Heisenberg representation, orbital angular momentum, bound-state problems, scattering theory, stationary perturbation theory, degenerate systems, time-dependent perturbation theory, Born approximation, other approximation methods. Physics 449 or 531, or equiv"|"3"|15677
8787|"PHYSICS 732"|732|"Quantum Mechanics"|"Interaction of electromagnetic radiation with matter, quantization of the electromagnetic field, spontaneous transitions, identical particles and spin, addition of angular momenta, tensor operators, complex atoms, Hartree approximation, molecules, Dirac equation, relativistic effects in atoms. Physics 721 & 731"|"3"|15678
8788|"PHYSICS 735"|735|"Particle Physics"|"Structure of elementary particles, quarks and gluons, introduction to calculational techniques of particle interactions (Feynman diagrams), constituent models of electroweak and strong interactions and associated phenomenological techniques. Physics 535, 731 or equiv or cons inst"|"3"|15680
8789|"PHYSICS 736"|736|"Experimental Methods in Nuclear-, Particle-, and Astrophysics"|"Interaction of particles with matter; detector techniques at colliding beam machines, in nuclear and particle physics, astrophysics, and cosmology; experimental strategies in detector design; principles of simulation and Monte Carlo methods, error analysis and statistical techniques in data analysis. Physics 535 or cons inst"|"3"|15681
8790|"PHYSICS 746"|746|"Quantum Electronics"|"Elementary aspects of Lagrange theory of fields and field quantization; Bose, Fermi and Pauli operators; interaction of fields; quantum theory of damping and fluctuations; applications to lasers, nonlinear optics, and quantum optics. Knowledge of lasers [such as E C E/PHYSICS 546] and graduate-level electromagnetics [such as E C E 740 or PHYSICS 721] strongly encouraged."|"3"|6490
8791|"PHYSICS 748"|748|"Linear Waves"|"General considerations of linear wave phenomena; one dimensional waves; two and three dimensional waves; wave equations with constant coefficients; inhomogenous media; random media. Lagrangian and Hamiltonian formulations; asymptotic methods. Knowledge of electromagnetics [such as E C E 320 or PHYSICS 321], mechanics [such as M E 340], or vibrations [such as M E 440] strongly encouraged."|"3"|6492
8792|"PHYSICS 749"|749|"Coherent Generation and Particle Beams"|"Fundamental theory and recent advances in coherent radiation charged particle beam sources (microwave to X-ray wavelengths) including free electron lasers, wiggler/wave-particle dynamics, Cerenkov masers, gyrotrons, coherent gain and efficiency, spontaneous emission, beam sources and quality, related accelerator concepts experimental results and applications. "|"3"|6493
8793|"PHYSICS 751"|751|"Advanced Solid State Physics"|"Lattice dynamics; band theory; Fermi surfaces; electrodynamics of metals; optical properties; transport properties. Physics 731 and 551 or equiv"|"3"|15687
8794|"PHYSICS 772"|772|"High Energy Astrophysics"|"Interactions among the particles, fields, and radiation of interstellar and intergalactic space. Gamma-ray, x-ray, and cosmic ray production, propagation, and detection. Physics 721 or 322, basic knowledge of spec relativity, basic diff equations, or cons inst"|"3"|15691
8795|"PHYSICS 779"|779|"Advanced Quantum Computing"|"Explores applications of quantum theory to both the hardware and the software that underpin modern quantum information technology. Advanced quantum circuit theory: Clifford group and Gottesman-Knill theorem, Mathematica code. Decoherence: density matrices, probability distributions, T1 and T2. Advanced error correction: master equation, Kraus operators, fault tolerance, quantum tomography. Hardware: Trapped ions, Paul traps, sideband cooling, CZ and MS gates, neutral atoms, superconductors, quantum dots. "|"3"|25181
8796|"PHYSICS 799"|799|"Independent Study"|"Graduate-level mentored research project in physics. "|"1-3"|15692
8797|"PHYSICS 801"|801|"Special Topics in Theoretical Physics"|"Selected topics in theoretical physics. "|"1-3"|15693
8798|"PHYSICS 805"|805|"Special Topics in Physics"|"Special topics in physics at the graduate level. "|"1-3"|15694
8799|"PHYSICS 831"|831|"Advanced Quantum Mechanics"|"Quantum theory of free and interacting fields, formal scattering theory, dispersion theory. Physics 732"|"3"|15696
8800|"PHYSICS 832"|832|"Advanced Quantum Mechanics"|"Continuation of PHYSICS 831. Quantum theory of free and interacting fields, formal scattering theory, dispersion theory. "|"3"|15697
8801|"PHYSICS 835"|835|"Collider Physics Phenomenology"|"Standard model. Application to e+e-, proton-antiproton, pp, and ep colliders. Jets. Weak boson, heavy-quark, and Higgs boson production and decay. Quarkonia. Neutral B meson mixing. Grand unification. Supersymmetry. "|"2-3"|15700
8802|"PHYSICS 848"|848|"Nonlinear Waves"|"General considerations of nonlinear wave phenomena; nonlinear hyperbolic waves; nonlinear dispersion; nonlinear geometrical optics; Whitham's variational theory; nonlinear and parametric instabilities; solitary waves; inverse scattering method. Knowledge of electromagnetics [such as E C E 320 or PHYSICS 321] or mechanics [such as M E 340] encouraged."|"3"|6523
8803|"PHYSICS 900"|900|"Colloquium"|"Lectures by staff and visitors. Cons inst if taken for 1 cr"|"0-1"|15703
8804|"PHYSICS 910"|910|"Seminar in Astrophysics"|"Current topics in astrophysics. "|"0-1"|1588
8805|"PHYSICS 922"|922|"Seminar in Plasma Physics"|"Current topics in plasma physics. "|"0-1"|13863
8806|"PHYSICS 990"|990|"Research"|"Research supervised by individual faculty members. "|"1-12"|15716
8807|"PHYSIOL 699"|699|"Independent Work"|"Directed study projects for juniors and seniors. "|"1-4"|15757
8808|"PHYSIOL 901"|901|"Seminar"|"Students, faculty, and staff present research reports of current interest. "|"1"|15769
8809|"PHYSIOL 990"|990|"Research"|"Independent research and writing for graduate students under the supervision of a faculty member. "|"1-9"|15770
8810|"PL PATH 123"|123|"Plants, Parasites, and People"|"Explores the interaction between society and plant-associated microbes. Topics include: the Irish potato famine, pesticides in current agriculture, role of economics and consumer preference in crop disease management and the release of genetically engineered organisms. "|"3"|15771
8811|"PL PATH 154"|154|"Tiny Earth: Antibiotic Discovery Research"|"""Learn basic methodology in scientific research and discovery, including laboratory techniques, quantitative reasoning, scientific communication, and collaboration. Gain hands-on laboratory experience working with microbes to test original hypotheses concerning the discovery of potential antibiotic compounds while addressing the world's antibiotic resistance crisis by contributing data to the global """"Tiny Earth"""" network of researchers to advance potential drug development. Tiny Earth seeks to encourage students to pursue careers in science through real-world, applied research experiences and aims to address a worldwide health threat of the diminishing supply of effective antibiotics by """"student-sourcing antibiotic discovery."""" Concurrent enrollment in ZOOLOGY/BOTANY/BIOLOGY 152 is required for permission to enroll."""|"2"|25776
8812|"PL PATH 261"|261|"Sustainable Turfgrass Use and Management"|"Sustainable use and management of turfgrass landscapes in urban and suburban environments, including home lawns, golf courses, and sports fields. Focus is on creating sustainable and attractive turfgrass landscapes through proper species selection, use of slow-release or organic fertilizer practices, and minimizing the use of pesticides and supplemental irrigation. "|"2"|9907
8813|"PL PATH 262"|262|"Turfgrass Management Laboratory"|"Hands-on turf establishment, cool- and warm-season grass, seed and weed identification, chemical application, and turf cultivation techniques and equipment use, plus field trips to major league sport facilities and golf courses. "|"1"|23313
8814|"PL PATH 289"|289|"Honors Independent Study"|"Research work for Honors students under direct guidance of a faculty member in an area of Plant Pathology.  Students are responsible for arranging the work and credits with the supervising instructor. "|"1-2"|15772
8815|"PL PATH 299"|299|"Independent Study"|"Research work for students under direct guidance of a faculty member in an area of Plant Pathology.  Students are responsible for arranging the work and credits with the supervising instructor. "|"1-3"|15773
8816|"PL PATH 300"|300|"Introduction to Plant Pathology"|"Economic importance, symptoms, causes, and methods of control of representative plant diseases. "|"4"|15774
8817|"PL PATH 309"|309|"Diseases of Trees and Shrubs"|"Fundamental disease concepts, pathogens and causal agents, diagnosis, and biologically rational principles and practices for management of diseases of trees and shrubs. Includes field trips"|"3"|15775
8818|"PL PATH 311"|311|"Global Food Security"|"Isn't having enough food a basic human right? Exploration of the drivers of food insecurity: barriers to food production (pests, land availability, climate), barriers to food availability (politics, price, biofuels), and a greater need due to population growth. Examination of solutions to food insecurity. "|"3"|23887
8819|"PL PATH 315"|315|"Plant Microbiomes"|"Explore plant associated microbial communities (the plant microbiome), methods used to study them, and how we can use them to improve plant and ecosystem health in the face of challenges to agricultural and natural systems. Examples will be drawn from annual crop, grassland, and forested ecosystems. Use current molecular, bioinformatic, and statistical approaches to characterize rhizosphere microbiomes from samples collected as part of on-going research projects. "|"4"|25047
8820|"PL PATH 323"|323|"Soil Biology"|"Nature, activities and role of organisms inhabiting soil. Effects of soil biota on ecosystem function, response to cultural practices, and impacts on environmental quality, including bioremediation of contaminated soils. "|"3"|17796
8821|"PL PATH 332"|332|"Fungi"|"Growth, development, variability and dispersal of saprophytic, parasitic, and symbiotic fungi, with a consideration of their ecological and economic significance. Develop skills in microscopy with live fungal materials. "|"4"|1963
8822|"PL PATH 333"|333|"Biology of the Fungi"|"Growth, development, variability and dispersal of saprophytic, parasitic, and symbiotic fungi, with a consideration of their ecological and economic significance. "|"2"|25265
8823|"PL PATH 354"|354|"Diagnosing and Monitoring Pest and Nutrient Status of Field Crops"|"Provides students with information necessary to diagnosis and monitor corn, soybean, alfalfa and wheat for pests (insects, weeds, diseases) and nutrient deficiency symptoms including perspectives from Agronomy, Entomology, Horticulture, Plant Pathology and Soil Science. Proper soil and pest sampling information will be provided as will proper cropstaging techniques which are essential for pest and nutrient management. "|"1"|24107
8824|"PL PATH 367"|367|"Introduction to Organic Agriculture: Production, Markets, and Policy"|"Provides an in-depth understanding of the history of organic agriculture, its production, processing, marketing, and social dimensions, and its impact on environmental, community, and human health.  "|"3"|26039
8825|"PL PATH 375"|375|"Special Topics"|"Subjects of current interest to undergrads. "|"1-4"|15784
8826|"PL PATH 399"|399|"Coordinative Internship/Cooperative Education"|"An internship under guidance of a faculty or instructional academic staff member in Plant Pathology and internship site supervisor. Students are responsible for arranging the work and credits with the faculty or instructional academic staff member and the internship site supervisor. "|"1-8"|15785
8827|"PL PATH 400"|400|"Study Abroad in Plant Pathology"|"Provides an area equivalency for courses taken on Madison Study Abroad Programs that do not equate to existing UW courses. Current enrollment in a UW-Madison study abroad program"|"1-6"|23306
8828|"PL PATH 499"|499|"Independent Study in Organic Agriculture"|"Provide students research and/or hands-on experiences within the organic sector in order to gain scientific knowledge and/or an in-depth understanding of the research and science of organic agriculture, its production, processing, marketing, and social dimensions, and its impact on environmental, community, and human health. Declared in the Certificate in Organic Agriculture"|"2"|26040
8829|"PL PATH 505"|505|"Plant-Microbe Interactions: Molecular and Ecological Aspects"|"Molecular and ecological aspects of the interactions between plants and microorganisms. Explores many of the themes, from genetic to integrative, of modern biology, and illustrates how study of plant-microbe interactions contributes to understanding of fundamental plant science. "|"3"|15789
8830|"PL PATH 517"|517|"Plant Disease Resistance"|"Host resistance in plant disease control.  Conceptual and applied aspects of resistance: how it works, why it sometimes fails, and the traditional and modern techniques used for evaluating host resistance and incorporating resistance factors into new plant varieties. "|"2-3"|15792
8831|"PL PATH 558"|558|"Biology of Plant Pathogens"|"Explores biology of plant pathogenic fungi, oomycetes, nematodes, bacteria, and viruses, with emphasis on identifying: 1) key traits of each pathogen class, and 2) common strategies used by these microbes. Inquiry-driven laboratory will investigate diverse interactions between plants and their pathogens. "|"3"|23125
8832|"PL PATH 559"|559|"Diseases of Economic Plants"|"Symptoms, epidemiology and control of diseases of crop plants; emphasis on disease diagnosis. "|"3"|15796
8833|"PL PATH 590"|590|"Capstone in Plant Pathology"|"Synthesizing research-based capstone experience in Plant Pathology. Develop problem-solving skills, be exposed to multidisciplinary approaches, develop teamwork and interpersonal skills, develop information resources, consider societal, economic, ethical, scientific and professional aspects of the field, and prepare and present written and/or oral reports. "|"1-4"|23927
8834|"PL PATH 602"|602|"Ecology, Epidemiology and Control of Plant Diseases"|"Environmental factors in the development and spread of diseases, pathogen variability, genetics of disease resistance, and principles of disease control. "|"3"|15800
8835|"PL PATH 606"|606|"Colloquium in Environmental Toxicology"|"Current topics in molecular and environmental toxicology and problems related to biologically active substances in the environment. Topics vary each semester. Lectures are by resident and visiting professors and other researchers. "|"1"|10436
8836|"PL PATH 622"|622|"Plant-Bacterial Interactions"|"Physiology, genetics, taxonomy, and ecology of bacterial pathogens, epiphytes, and symbionts of plants. "|"2-3"|15810
8837|"PL PATH 640"|640|"General Virology-Multiplication of Viruses"|"Bacterial and animal viruses, their structure, multiplication, and genetics. "|"3"|1649
8838|"PL PATH 655"|655|"Biology and Genetics of Fungi"|"Fungal genetics, genomics, and physiology using plant pathogenic fungi and the genetic models Aspergillus nidulans and Neurospora crassa as model systems to explore the current knowledge of fungal genetics and plant/fungal interactions. "|"3"|21993
8839|"PL PATH 681"|681|"Senior Honors Thesis"|"Individual study for undergraduate students in an Honors program completing a thesis in the area of Plant Pathology, as arranged with a faculty member. "|"2-4"|15814
8840|"PL PATH 682"|682|"Senior Honors Thesis"|"Second semester of individual study for undergraduate students in an Honors program completing a thesis in the area of Plant Pathology, as arranged with a faculty member. "|"2-4"|21145
8841|"PL PATH 699"|699|"Special Problems"|"Individual advanced work in an area of Plant Pathology under the direct guidance of a faculty member. "|"1-5"|15815
8842|"PL PATH 799"|799|"Practicum in Plant Pathology Teaching"|"Instructional orientation to teaching at the higher education level in the agricultural and life sciences, direct teaching experience under faculty supervision, experience in testing and evaluation of students, and the analysis of teaching performance. "|"1-3"|15823
8843|"PL PATH 800"|800|"Inquiry-Based Biology Teaching"|"Develop competence and confidence as teachers. Cover fundamentals of learning theory and practical strategies for teaching biology. Practice lecturing, manage classroom dynamics, and teach laboratory sections (optional). "|"1-2"|22108
8844|"PL PATH 801"|801|"Teaching Biology: Special Topics"|"Learn about mentoring and/or instructional materials. Practice mentoring undergraduate researchers with feedback and evaluation and/or develop and evaluate instructional materials. "|"1"|22109
8845|"PL PATH 875"|875|"Special Topics"|"Topics of current interest to Grad students. "|"1-4"|15825
8846|"PL PATH 923"|923|"Seminar"|"Seminar series on topics related to plant pathology "|"1"|15827
8847|"PL PATH 930"|930|"Seminar-Mycology"|"Topics, recent advances & literature in the area of Mycology. "|"1"|2059
8848|"PL PATH 990"|990|"Research"|"Independent laboratory research in preparation of a graduate thesis under supervision of a faculty member "|"1-9"|15828
8849|"POLI SCI 100"|100|"Freshman Topics Seminar"|"An umbrella course to be used to offer a variety of special topics seminars for freshmen.  See footnote for Topic Title. "|"3"|15855
8850|"POLI SCI 104"|104|"Introduction to American Politics and Government"|"Basic institutions and processes of American government. The role of constitutional structures, parties, interest groups and elections in the system; policy formation and policy content. "|"3-4"|15858
8851|"POLI SCI 120"|120|"Introduction to Comparative Politics"|"Introduction to Comparative Politics, one of the four sub-fields in Political Science, which involves the comparative analysis of political institutions, processes, and outcomes at the national level. Examines how to usefully compare politics in a variety of countries and makes comparisons explicit and systematic in order to determine how governments work, how power is organized and contested at the national level, and how regular people can participate and pursue their interests in different political settings. Includes key concepts, theories, methods, issues, and language. "|"4"|15860
8852|"POLI SCI 140"|140|"Introduction to International Relations"|"Covers the major issues in international relations since the end of World War II including: the causes of war; civil wars and ethnic conflict; economic development; international trade; exchange rates and international monetary relations; international capital flows and financial crises; foreign direct investment; globalization and the environment; the UN, the IMF, World Bank, WTO, and other international organizations; and international law and human rights. The focus is on states' relations with each other and the factors determining the nature and outcomes of these international interactions. The course seeks to develop analytical tools for thinking about important questions in world politics regardless of the countries or issues involved, to examine international affairs in a systematic way. Students who have taken POLI SCI 103 prior to Fall 2017 may not enroll in this course."|"3-4"|15889
8853|"POLI SCI 160"|160|"Introduction to Political Theory"|"Exploration of core problems of political life, such as the nature and limits of obligation, the concept of justice and its political implications, and the relationship between equality and liberty, through a selection of ancient and modern sources. Not open to students with credit for POLI SCI 209 prior to fall 2017"|"3-4"|15871
8854|"POLI SCI 170"|170|"Research Methods in Political Science"|"Introduction to political science as a discipline that focuses on the development of research questions, research designs, and the quantitative and qualitative tools commonly used to implement research designs. "|"3-4"|24173
8855|"POLI SCI 182"|182|"Introduction to Comparative Politics (Honors)"|"Introduction to Comparative Politics, one of the four sub-fields in Political Science, which involves the comparative analysis of political institutions, processes, and outcomes at the national level. Examines how to usefully compare politics in a variety of countries and makes comparisons explicit and systematic in order to determine how governments work, how power is organized and contested at the national level, and how people can participate and pursue their interests in different political settings. Includes key concepts, theories, methods, and country case studies. "|"3"|15866
8856|"POLI SCI 184"|184|"Introduction to American Politics"|"Basic institutions and processes of American government. The role of constitutional structures, parties, interest groups and elections in the system; policy formation and policy comment. "|"3"|19526
8857|"POLI SCI 199"|199|"Directed Study"|"Directed study projects for freshmen and sophomores as arranged with a faculty member; students should have completed at least one course in POLI SCI. "|"2"|15867
8858|"POLI SCI 201"|201|"Special Topics in Political Science"|"An experimental topics course that introduces students to compelling recent events and to the current research of political scientists. This course can be repeated by students, but not with the same content. "|"3"|15868
8859|"POLI SCI 202"|202|"Preparation for the Wisconsin in Washington Program"|"This course will prepare students to participate in the Wisconsin in Washington Internship Semester. The course focuses on internship searches, applications, and decisions on where to work. The course also sets academic, professional and personal goals for the upcoming term in DC. Students will also identify a tentative public policy topic that they will initiate this term and research and complete during the semester in DC. The course will spend time on reviewing general and DC-specific standards of professional conduct. Successful completion of this course is required for final admission to the Wisconsin in Washington Program. "|"1"|24650
8860|"POLI SCI 205"|205|"Introduction to State Government"|"Basic institutions and processes of state government in the United States; the role of parties, pressure groups, and elections in the system; the policy process, its outputs and outcomes; the role of states in the federal system, and the diversity of state politics and policy. "|"3-4"|15870
8861|"POLI SCI 206"|206|"Introduction to Political Psychology"|"Examines the psychological aspects of the political behavior of individuals--whether elites, activists or members of general publics--and their consequent political behaviors in various groups and institutional contexts. Not open to students with credit for POLI SCI 267 prior to fall 2017"|"3-4"|15886
8862|"POLI SCI 217"|217|"Law, Politics and Society"|"Introduction to the legal process. Examination of the various concepts of law, the perennial problems of the law, legal reasoning, and the nature and function of law and the courts. "|"3-4"|15873
8863|"POLI SCI 231"|231|"Politics in Multi-Cultural Societies"|"Race, ethnicity, and religion as political factors; cultural pluralism, politics, and policy in the United States and selected other multi-cultural politics. "|"3-4"|15879
8864|"POLI SCI 244"|244|"Introduction to Southeast Asia:  Vietnam to the Philippines"|"As an introduction to Southeast Asia, covers the ethnic, cultural, religious, and political histories of the region from the classical states period to the present, with an emphasis on colonialism, nationalism, decolonization, and the emergence of modern political and social systems into the 21st century, including an exposure to region's contemporary literature. Not open to students who completed LCA 244 prior to Fall 2019."|"4"|9088
8865|"POLI SCI 253"|253|"Russia: An Interdisciplinary Survey"|"Comprehensive interdisciplinary survey of Russian civilization from its beginnings through the present day. "|"4"|15883
8866|"POLI SCI 254"|254|"Eastern Europe: An Interdisciplinary Survey"|"Comprehensive interdisciplinary survey of East European culture, society, politics, and literature from its beginnings to the present day. "|"4"|21202
8867|"POLI SCI 255"|255|"Introduction to East Asian Civilizations"|"Multidisciplinary and historical perspectives on the East Asian civilizations of China, Japan, Korea, Tibet and Mongolia from prehistory to the present, including developments in philosophy, economy, governance, social structure, kinship, geography, etc. "|"3-4"|15878
8868|"POLI SCI 259"|259|"Forward? The Wisconsin Idea, Past and Present"|"Engage in ongoing reflection and dialogue on the Wisconsin Idea and how it informs the mission of the University of Wisconsin. Consider the Wisconsin Idea as it has developed since its beginnings, with a focus on what it means today and what it can mean in the future. "|"1-3"|25596
8869|"POLI SCI 260"|260|"Latin America: An Introduction"|"Latin American culture and society from an interdisciplinary perspective; historical developments from pre-Columbian times to the present; political movements; economic problems; social change; ecology in tropical Latin America; legal systems; literature and the arts; cultural contrasts involving the US and Latin America; land reform; labor movements; capitalism, socialism, imperialism; mass media. "|"3-4"|18257
8870|"POLI SCI 265"|265|"Development of Ancient and Medieval Western Political Thought"|"Exploration of core problems in classical and European thought, such as the character of the best regime, the role of politics in the good life, and the relationship between virtue and happiness, through a selection of ancient sources. Not open to students with credit for POLI SCI 501 prior to fall 2017"|"3-4"|15963
8871|"POLI SCI 266"|266|"The Development of Modern Western Political Thought"|"Exploration of core problems in modern European political thought, such as the nature and origins of obligation, the relationship between religion and politics, and representation, through a selection of modern sources. Not open to students with credit for POLI SCI 502 prior to fall 2017"|"3-4"|15964
8872|"POLI SCI 268"|268|"The U.S. & Latin America from the Colonial Era to the Present: A Critical Survey"|"A critical examination of US-Latin American relations from the colonial era to the present, tracing the emergence and evolution of the United States as a hemispheric and global power and its political and economic impact on Latin America. Primary attention will be focused on US relations with Mexico, Central America and the Caribbean, but other Latin American countries will figure prominently during certain episodes. "|"3"|25038
8873|"POLI SCI 270"|270|"Understanding Political Numbers"|"How numbers and statistics are used in electoral strategies, political debates and legal proceedings. Presents basic tools of analysis and how to use them. Not open to students with credit for POLI SCI 218 prior to fall 2017"|"3-4"|15875
8874|"POLI SCI 272"|272|"Introduction to Public Policy"|"Major issues of public policy in such fields as economic management, welfare, education, health, energy and the environment. How public problems develop, approaches to policy-making, why programs succeed and fail. Not open to students with credit for POLI SCI 219 prior to fall 2017"|"3-4"|15876
